plz,mdbid
29468,860872
29459,860872
29472,860872
29451,860872
29471,860872
29473,860872
29475,860872
29476,860872
29456,860872
29478,860872
29479,860872
29481,860872
29482,860872
29484,860872
29485,860872
29487,860872
29488,860872
29439,860872
29490,860872
29491,860872
29493,860872
29465,860872
29494,860872
29496,860872
29497,860872
29462,860872
29499,860872
0,860872
0,860872
21365,860872
21385,860872
21380,860872
21357,860872
21397,860872
21406,860872
21357,860872
21386,860872
21354,860872
21368,860872
21382,860872
21368,860872
21368,860872
21407,860872
21379,860872
21409,860872
21447,860872
21522,860872
21522,860872
21394,860872
21379,860872
21335,860872
21358,860872
21406,860872
21369,860872
21398,860872
21385,860872
21449,860872
21385,860872
21400,860872
21391,860872
21379,860872
21379,860872
21388,860872
21394,860872
21401,860872
21371,860872
21397,860872
21360,860872
21403,860872
21394,860872
21357,860872
19273,860872
49594,857862
49577,857862
49152,857862
49186,857862
49196,857862
49214,857862
49635,857862
49626,857862
49593,857862
49626,857862
49143,857862
49163,857862
49565,857862
49201,857862
49577,857862
49584,857862
49596,857862
49176,857862
49577,857862
49324,857862
49637,857862
49586,857862
49586,857862
49638,857862
49179,857862
49610,857862
49597,857862
49599,857862
49219,857862
49074,860882
49191,860882
49124,860882
49170,860882
49205,860882
49134,860882
31609,858132
31619,858132
31623,858132
31629,858132
31626,858132
31622,858132
31632,858132
31628,858132
31633,858132
31618,858132
31636,858132
31608,858132
31582,858132
31621,858132
31547,858132
31637,858132
31627,858132
31634,858132
31595,858132
31638,858132
31592,858132
31613,858132
31708,858132
31552,858132
31749,858132
31553,858132
31707,858132
31542,858132
31699,858132
31710,858132
31675,858132
31558,858132
31559,858132
31707,858132
31691,858132
31693,858132
31700,858132
31559,858132
31867,858132
31867,858132
31714,858132
31698,858132
31702,858132
31711,858132
31715,858132
31867,858132
31712,858132
31688,858132
31717,858132
31683,858132
31867,858132
31718,858132
31737,858132
31552,858132
31553,858132
31691,858132
31655,858132
31555,858132
31719,858132
31556,858132
30159,861876
30159,857316
31303,860884
30938,860884
30823,860884
30916,860884
30853,860884
31535,860884
30900,860884
31515,860884
29352,857830
29353,857830
29355,857830
29303,857830
29356,857830
29221,857830
29358,857830
29351,857830
29328,857830
29313,857830
29362,857830
29331,857830
29364,857830
29336,857830
29339,857830
29342,857830
29323,857830
29308,857830
29348,857830
29320,857830
29303,857830
29575,857830
29549,857830
29576,857830
29553,857830
29389,857830
29574,857830
29578,857830
29579,857830
29581,857830
29582,857830
29584,857830
29585,857830
29394,857830
29587,857830
29588,857830
29590,857830
29591,857830
29571,857830
29593,857830
29594,857830
29597,857830
29556,857830
29562,857830
29525,857830
29599,857830
29565,857830
29559,857830
38528,857452
38547,857452
29386,857452
38518,857452
29393,857452
29386,857452
38543,857452
38550,857452
38542,857452
38527,857452
38536,857452
38539,857452
29386,857452
38551,857452
38531,857452
38524,857452
29396,857452
38179,857452
29365,857452
29367,857452
29369,857452
38533,857452
38559,857452
29399,857452
38553,857452
29392,857452
29378,857452
38530,857452
31234,857452
31249,857452
38268,857452
31224,857452
38159,857452
38176,857452
31241,857452
37194,857996
37170,857996
0,857996
31855,857996
31848,857996
31812,857996
31863,857996
31860,857996
31785,857996
31840,857996
31020,857996
37627,857996
37639,857996
37619,857996
37691,857996
37647,857996
37627,857996
31073,857996
37691,857996
37633,857996
37632,857996
37632,857996
37699,857996
37640,857996
37620,857996
37619,857996
37627,857996
37649,857996
37619,857996
37642,857996
37632,857996
37603,857996
37619,857996
37697,857996
37627,857996
37635,857996
37643,857996
31868,857996
37619,857996
37647,857996
37627,857996
37647,857996
37627,857996
0,857996
0,857996
0,857996
0,857996
0,857996
0,857996
0,857996
30890,857728
30989,857728
30966,857728
30880,857728
31275,857728
30982,857728
30952,857728
30926,857728
31319,857728
31832,857728
31311,857728
30974,857728
31061,858148
31191,858148
31162,858148
31167,858148
31199,858148
31036,858148
31008,858148
31180,858148
31177,858148
31134,858148
31188,858148
31171,858148
31157,858148
31174,858148
31185,858148
31089,858148
31084,858148
31028,858148
31195,858148
31079,858148
38226,860868
38729,860868
38685,860868
38704,860868
38729,860868
38723,860868
38729,860868
38271,860868
38272,860868
38312,860868
38162,860868
38170,860868
38321,860868
38173,860868
38312,860868
38274,860868
38173,860868
38173,860868
38312,860868
38275,860868
38322,860868
38277,860868
38312,860868
38324,860868
38170,860868
38312,860868
38325,860868
38170,860868
38279,860868
38173,860868
38170,860868
38170,860868
38173,860868
38170,860868
38329,860868
38300,860868
38312,860868
38315,860868
38170,860868
0,860868
0,860868
0,860868
38100,860892
38440,857730
38476,857730
38467,857730
38556,857730
38465,857730
38468,857730
38477,857730
38557,857730
38470,857730
38471,857730
38479,857730
38473,857730
38474,857730
38554,857730
0,857730
38459,857730
38382,857730
38461,857730
38373,857730
38384,857730
38462,857730
38368,857730
38464,857730
38381,857730
38154,857730
38165,857730
38368,857730
38368,857730
38375,857730
38368,857730
38364,857730
38373,857730
38376,857730
38458,857730
38378,857730
38379,857730
38387,857730
38350,857730
0,857730
0,857730
0,857730
0,857730
0,857730
38667,860864
38700,860864
38640,860864
38678,860864
0,860864
37581,860864
37586,860864
37181,860864
37589,860864
37191,860864
37186,860864
37176,860864
37154,860864
37574,860864
37539,860864
37412,860864
37197,860864
37412,860864
37520,860864
37445,860864
37199,860864
0,860864
37139,860874
37431,860874
37441,860874
37434,860874
37434,860874
37120,860874
37127,860874
37127,860874
37115,860874
37136,860874
37133,860874
37434,860874
37130,860874
37083,860874
34346,860874
37412,860874
37127,860874
37434,860874
37136,860874
37127,860874
37434,860874
37434,860874
37434,860874
37124,860874
37434,860874
37127,860874
37136,860874
37136,860874
34355,860874
37136,860874
37434,860874
37434,860874
28195,857904
28195,857938
27576,857938
14662,860488
14728,860488
16845,860488
14715,860488
14662,860488
14728,860488
14715,860488
14715,860488
14662,860488
14641,860488
14715,860488
14641,860488
14641,860488
14641,860488
14728,860488
14715,860488
14715,860488
16845,860488
16818,860488
16845,860488
16833,860488
16909,860488
16835,860488
16866,860488
16835,860488
16818,860488
16816,860488
16845,860488
16831,860488
16835,860488
16845,860488
16818,860488
16845,860488
16818,860488
16845,860488
16835,860488
16818,860488
16909,860488
16868,860488
16845,860488
19336,860488
19348,860488
19322,860488
19322,860488
16928,860488
16928,860488
19348,860488
16866,860488
16945,860488
19357,860488
16945,860488
19309,860488
19336,860488
19309,860488
19309,860488
16945,860488
16945,860488
19348,860488
19348,860488
19339,860488
16928,860488
16949,860488
19322,860488
16949,860488
19322,860488
19322,860488
16247,858206
16359,858206
16230,858206
16230,858206
16230,858206
16225,858206
16247,858206
16248,858206
16247,858206
16248,858206
16248,858206
16348,858206
16230,858206
16248,858206
16248,858206
16248,858206
16321,858206
16244,858206
16230,858206
16348,858206
16247,858206
16278,858206
16306,858206
17268,858206
17326,858206
17291,858206
16306,858206
17268,858206
16307,858206
17268,858206
17291,858206
17291,858206
17291,858206
16306,858206
17279,858206
16278,858206
16307,858206
17268,858206
17268,858206
17291,858206
17291,858206
16278,858206
17291,858206
17291,858206
17291,858206
16278,858206
17291,858206
16303,858206
16307,858206
17268,858206
17268,858206
17291,858206
17337,858206
16306,858206
16306,858206
14656,860484
14624,860484
14612,860484
14669,860484
14621,860484
14641,860484
16547,860484
16798,860484
16548,860484
16775,860484
16775,860484
16761,860484
16540,860484
16766,860484
16767,860484
16559,860484
16775,860484
16567,860484
16727,860484
16515,860484
16775,860484
16775,860484
16775,860484
16727,860484
16792,860484
16356,860480
16321,860480
16341,860480
16356,860480
15328,860480
15345,860480
16259,860480
16259,860480
15328,860480
16269,860480
15377,860480
16259,860480
15306,860480
15306,860480
15370,860480
15345,860480
15328,860480
15306,860480
16259,860480
16259,860480
15366,860480
15328,860480
15326,860480
15324,860480
15306,860480
15306,860480
15377,860480
15374,860480
15366,860480
15320,860480
16259,860480
15320,860480
15377,860480
16259,860480
15345,860480
15326,860480
15345,860480
15345,860480
15345,860480
15328,860480
15562,860480
15306,860480
15344,860480
15236,860480
15306,860480
15377,860480
16269,860480
15328,860480
15326,860480
14770,860474
14715,860474
14727,860474
14712,860474
14547,860474
14778,860474
14778,860474
14806,860474
14789,860474
14822,860474
14822,860474
14822,860474
14793,860474
14778,860474
14828,860474
14793,860474
14550,860474
14798,860474
14797,860474
14822,860474
14823,860474
14823,860474
14778,860474
14822,860474
14806,860474
14823,860474
14789,860474
14778,860474
14554,860474
14929,860474
14778,860474
14542,860474
14827,860474
14778,860474
14789,860474
14793,860474
14913,860474
14913,860474
14469,860468
14532,860468
14552,860468
14558,860468
14548,860468
14532,860468
14513,860468
14974,860468
15913,857668
15910,857668
15741,857668
15913,857668
15938,857668
15732,857668
15938,857668
15746,857668
15757,857668
15754,857668
15926,857668
15868,857668
15938,857668
15711,857668
15910,857668
15868,857668
15907,857668
15926,857668
15748,857668
15913,857668
15749,857668
15748,857668
15913,857668
15910,857668
15910,857668
12529,857668
15910,857668
15732,857668
15755,857668
15913,857668
15913,857668
15938,857668
15913,857668
15755,857668
15910,857668
15745,857668
15738,857668
3222,857668
15838,857668
15837,857668
15827,857668
15936,857668
15936,857668
14979,857668
15936,857668
14943,857668
14913,857668
14947,857668
15834,857668
14959,857668
15806,857668
15230,860472
15526,860472
15848,860472
15518,860472
15518,860472
15295,860472
15864,860472
15890,860472
15537,860472
15848,860472
15517,860472
15537,860472
15295,860472
15537,860472
15299,860472
15236,860472
15518,860472
15898,860472
15299,860472
15299,860472
15898,860472
15898,860472
15848,860472
15518,860472
15526,860472
15848,860472
15890,860472
15566,860472
15890,860472
15528,860472
15518,860472
15859,860472
15848,860472
15890,860472
15864,860472
15295,860472
15569,860472
15295,860472
3046,860470
3096,860470
3096,860470
3096,860470
3159,860470
3185,860470
3116,860470
3185,860470
3130,860470
3149,860470
3149,860470
3172,860470
3096,860470
3185,860470
3130,860470
3185,860470
3099,860470
3159,860470
3058,860470
3185,860470
3172,860470
3096,860470
3130,860470
3185,860470
3185,860470
3130,860470
3185,860470
3119,860470
3096,860470
3149,860470
4924,860478
3246,860478
3253,860478
4910,860478
4895,860478
4936,860478
3238,860478
3238,860478
4932,860478
4932,860478
3238,860478
4916,860478
4932,860478
4936,860478
4934,860478
4936,860478
4936,860478
3238,860478
3238,860478
4932,860478
4931,860478
4928,860478
4932,860478
3238,860478
3238,860478
3253,860478
4936,860478
3253,860478
4916,860478
4928,860478
3249,860478
3253,860478
4938,860478
3229,860478
3205,860478
3205,860478
1945,860478
1990,860478
1983,860478
1945,860478
1945,860478
1945,860478
1945,860478
1945,860478
1979,860478
1945,860478
3229,860478
3103,860478
3103,860478
1990,860478
1945,860478
1998,860478
1945,860478
1987,860478
1968,860478
1945,860478
3226,860478
38486,861474
39619,861474
38489,861474
29413,861474
29413,861474
39638,861474
38489,861474
39624,861474
38486,861474
29416,861474
38489,861474
29410,861474
29413,861474
39615,861474
39606,861474
39615,861474
39596,861474
39629,861474
39596,861474
39596,861474
39596,861474
39539,861474
39596,861474
39606,861474
39524,861474
39524,861474
39606,861474
39579,861474
39524,861474
14715,861474
39524,861474
39615,861474
39576,861474
39517,861474
39590,861474
39615,861474
39524,861474
39615,861474
39343,861316
39393,861316
39326,861316
39393,861316
39179,861316
39343,861316
39345,861316
39517,861316
39359,861316
39326,861316
39365,861316
39343,861316
39345,861316
39397,861316
39340,861316
39365,861316
39167,861316
39393,861316
39343,861316
39397,861316
39326,861316
39326,861316
39646,861316
39387,861316
39326,861316
39365,861316
39171,861316
39365,861316
39393,861316
39164,861316
39365,861316
39343,861316
39326,861316
39326,861316
39175,861316
39288,861316
39317,861316
39307,861316
39245,861316
39319,861316
39291,861316
39291,861316
6493,857180
38889,857180
6484,857180
6463,857180
38822,857180
38820,857180
38829,857180
6493,857180
6458,857180
38838,857180
38871,857180
38871,857180
38875,857180
38835,857180
6484,857180
39397,857180
6458,857180
6502,857180
38828,857180
38855,857180
6449,857180
6469,857180
39104,861314
39249,861314
39221,861314
39240,861314
39218,861314
6844,857766
6925,857766
6905,857766
6869,857766
6773,857766
6917,857766
6901,857766
6785,857766
6886,857766
6895,857766
6108,857252
6184,857252
6188,857252
6193,857252
6647,858052
6721,858052
6647,858052
6632,858052
6722,858052
6648,858052
6729,858052
6647,858052
6647,858052
6632,858052
6632,858052
6667,858052
6712,858052
6679,858052
6642,858052
6638,858052
6712,858052
6628,858052
6636,858052
6686,858052
6618,858052
6618,858052
6618,858052
6642,858052
6721,858052
6712,858052
6618,858052
6667,858052
6682,858052
6667,858052
6618,858052
6722,858052
6712,858052
6231,858052
6242,858052
6237,858052
6258,858052
10178,860510
10178,857334
10178,857378
10178,861504
10178,857430
10178,860414
10178,860416
10178,861502
10178,857156
10178,863130
10178,861524
10178,857662
52062,857624
52477,857752
52499,857752
52249,857752
52134,857752
52156,857752
52159,857752
52152,857752
52222,857752
52146,857752
41812,857818
52538,857818
52511,857818
52525,857818
41836,857818
52538,857818
52531,857818
52525,857818
41849,857818
41844,857818
52457,857924
52349,857924
52396,857924
52393,857924
52459,857924
52428,857924
52372,857924
52379,857924
52441,857924
52399,857924
52385,857924
52382,857924
52388,857924
52445,857924
52391,857924
50181,857584
50126,857584
50189,857584
50226,857584
50354,857584
50171,857584
50259,857584
50321,858062
50374,858062
50389,858062
53902,858062
53945,858062
53949,858062
53879,858062
53940,858062
53925,858062
53894,858062
53947,858062
53937,858062
53919,858062
53909,858062
50667,861028
50667,857664
50667,857772
53111,860926
53347,858192
53347,857928
53604,858192
53604,857928
53332,858192
53332,857928
53639,858192
53639,857928
53340,858192
53340,857928
53359,858192
53359,857928
53757,858192
53757,857928
53913,858192
53913,857928
53343,858192
53343,857928
51702,857218
51766,857218
51643,857218
42499,857218
51789,857218
51709,857218
51597,857218
51588,857218
42477,857218
51580,857218
51545,857218
51674,857218
51688,857218
51465,858098
51399,858098
51515,858098
42799,858098
51519,858098
51491,858098
51503,858098
42929,858098
50667,857696
51373,857696
42275,857648
42853,861050
42853,857408
42651,861050
42651,857408
42275,861050
42275,857408
40699,861052
42781,861052
40721,861052
40764,861052
40822,861052
40789,861052
42579,857108
40878,857108
42551,857108
42489,857108
40213,857510
40213,857900
41539,857336
41515,857336
41460,857336
41569,857336
41061,857610
47798,857460
41363,857460
41564,857460
41352,857460
40667,857460
41379,861042
47929,861042
47906,861042
41334,861042
41372,861042
41366,861042
47918,861042
41747,861042
47877,861042
47551,857892
46446,857892
47608,857892
47574,857892
47661,857892
47546,857892
47647,857892
47623,857892
47533,857892
47559,857892
46459,857892
47509,857892
47638,857892
47589,857892
47669,857892
47652,857892
46519,861916
46499,861916
46569,861916
47475,861916
47495,861916
46514,861916
47665,861916
46562,861916
46483,861916
46509,861916
47798,861096
47441,861096
47506,861096
47051,857120
47051,857826
46045,858128
46535,858128
45127,861716
45468,861716
45127,857440
45127,857432
44575,857980
45657,857980
45731,857980
45711,861098
45721,861098
45699,861098
45768,861098
45739,861098
45879,858096
48683,858012
48599,858012
48619,858012
48739,858012
48624,858012
48612,858012
48629,858012
48485,858012
48607,858012
48431,858012
48565,858012
48493,858012
46236,857362
46284,857362
45964,857362
46395,861538
46325,861538
48712,861538
46359,861538
46419,861538
46348,861538
48734,861538
46414,861538
48703,861538
46354,861538
46342,861538
48691,861538
59387,857478
48727,857478
48653,857478
48249,857478
48329,857478
59348,857478
59394,857478
48301,857478
59399,857478
48720,857478
48308,857478
48341,857478
48366,857478
48356,857478
48282,857544
48268,857544
48477,857544
48496,857544
49477,857544
49549,857544
49525,857544
49536,857544
49504,857544
49497,857544
49509,857544
48369,857544
49545,857544
49492,857544
48127,857558
59227,861928
59269,861928
48361,861928
48317,861928
59320,861928
48351,861928
59302,861928
48346,861928
48336,861928
48324,861928
48291,861928
59329,861928
48231,861928
33829,857212
33330,857212
33790,857212
33428,857212
33442,857212
33449,857212
33378,857212
33397,857212
33803,857212
33415,857212
33775,857212
33597,857288
33824,857288
32257,857984
32130,857984
32052,857984
32120,857984
32278,857984
32584,857984
32289,857984
32139,857984
32602,857984
32545,857984
32339,857844
32479,857844
32609,857844
32312,857844
32423,857844
32469,857844
32457,857844
32361,857844
32369,857844
32351,857844
32105,861088
32683,861088
32825,861088
32756,861088
32694,861088
32699,861088
32689,861088
32791,861088
32657,861088
33818,861088
33813,861088
33758,857456
33014,857456
37688,857456
34434,857456
33034,857456
37671,857456
37696,857456
33039,857456
32839,857456
34414,857456
34439,857456
32832,857456
32805,857456
32676,857456
32816,857456
33189,857456
33184,857688
33175,857688
33178,857688
33142,857688
33129,857688
33161,857688
33165,857688
33098,857688
33154,857688
33181,857688
58095,861110
58339,861110
58256,861110
58285,861110
58332,861110
45525,860998
58313,860998
45549,860998
58300,860998
58452,860998
44787,857946
44787,857780
44621,857780
44135,861118
44135,857864
59192,863312
59199,863312
58730,863312
59439,863312
59174,863312
58239,863312
59423,863312
59065,858084
44532,858084
59379,858084
59368,858084
59609,858094
59505,858094
59469,858094
59597,858094
59590,858094
59510,858094
59555,858094
59519,858094
59602,858094
59494,858094
59581,858094
59514,858094
59457,858094
58739,858094
59759,861648
59909,861648
59929,861648
59889,861648
59969,861648
34431,861648
59964,861648
59872,861648
59939,861648
57392,861648
59846,861648
59955,861648
57319,857570
57299,857570
57339,857570
57258,857570
57271,857570
57223,857570
57334,857570
57250,857570
57290,857570
57072,857570
57234,857570
58553,861766
58849,861766
58566,861766
58507,861766
58540,861766
58579,861766
57439,861766
57489,861766
57413,861766
57399,861766
57368,861766
57462,861766
57482,861766
58762,858210
58802,858210
58675,858210
58636,858210
58706,858210
58769,858210
58809,858210
58840,858210
58791,858210
4109,857694
4109,857858
1067,861274
1067,861562
1477,861562
1900,861562
1458,861562
1454,861562
1454,861562
9111,857770
8626,857746
8209,857746
8648,857746
8645,857746
8239,857746
8606,857746
8626,857746
8236,857746
7985,857746
8223,857746
8223,857746
8468,857746
8248,857746
8485,857746
8491,857746
8258,857746
8261,857746
8262,857746
8491,857746
8541,857746
8496,857746
8223,857746
8606,857746
7952,857746
8523,857746
8543,857746
8468,857746
8228,857746
8539,857746
8261,857746
8237,857746
8541,857746
8606,857746
8233,857746
8606,857746
8538,857746
8223,857746
34385,857244
34225,857244
34479,857244
34379,857244
34308,857244
34393,857244
34317,857244
34369,857244
34376,857244
34396,857244
34311,857244
34359,857244
34270,857244
34388,857244
34466,857244
34289,857244
34399,857244
0,857244
34454,857244
34537,857244
34519,857244
34474,857244
34549,857244
34497,857244
35104,857244
34477,857244
34471,857244
34513,857244
34508,857244
34117,857384
34292,857384
34314,857384
34277,857384
34233,857384
34298,857384
34260,857384
34253,857384
34329,857384
34266,857384
34320,857384
34246,857384
36211,857922
36251,857922
36179,857922
36287,857922
36219,857922
36289,857922
36282,857922
36166,857922
36266,857922
36284,857922
36275,857922
36251,857922
36214,857922
36286,857922
36272,857922
36269,857922
36217,857922
36199,857922
36277,857922
36208,857922
37242,857922
37297,857922
37269,857922
37247,857922
37293,857922
37235,857922
37276,857922
37290,857922
37249,857922
37296,857922
36205,857922
37284,857922
37281,857922
37287,857922
37299,857922
37213,857922
0,857922
34582,857306
34295,857306
34587,857306
34621,857306
34560,857306
34630,857306
34281,857306
34302,857306
34576,857306
34632,857306
34593,857306
34327,857306
34323,857306
34212,857306
34326,857306
34599,857306
34626,857306
34305,857306
36280,857306
34633,857306
34637,857306
34613,857306
34639,857306
34286,857306
34590,857306
34628,857306
34596,857306
35108,857306
35088,857306
59969,857306
35099,857306
35110,857306
35066,857306
35285,857306
35114,857306
35116,857306
35119,857306
34516,857306
35287,857132
35719,857132
35080,857132
35216,857132
35236,857132
35091,857132
35232,857132
35085,857132
35112,857132
35075,857132
35274,857132
35094,857132
35102,857132
35037,857132
35117,857132
35279,857132
35282,857132
35260,857132
35239,857132
35096,857132
35083,857132
35288,857132
35444,857966
35435,857966
35614,857966
35649,857966
35619,857966
35767,857966
35716,857966
35683,857966
35759,857966
35630,857966
35713,857966
35753,857966
35708,857966
35745,857966
35644,857966
35625,857966
35633,857966
35638,857966
35756,857966
35641,857966
35768,857966
35764,857966
35606,857966
35647,857966
35578,857966
35469,860648
35418,860648
35463,860648
35390,860648
35305,860648
35452,860648
35410,860648
35428,860648
35321,860648
35423,860648
35440,860648
35457,860648
35415,860648
35466,860648
35447,860648
35460,860648
36304,860648
36326,860648
36325,860648
35329,860648
35315,860648
36320,860648
35325,860648
36329,860648
36399,857184
36323,857184
36355,857184
36358,857184
36341,857184
36369,857184
36110,857184
36318,857184
35327,857184
36367,857184
36364,857184
36151,857184
36160,857184
36157,857184
36115,857184
36124,857184
36132,857184
36103,857184
36037,857184
36129,857184
36137,857184
36115,857184
36145,857184
36154,857184
36088,857184
36148,857184
36093,857184
36119,857184
36167,857184
36100,857184
36163,857184
36169,857184
36142,857184
63619,857768
63619,860626
63628,857768
63628,860626
63599,857768
63599,860626
63633,857768
63633,860626
63636,857768
63636,860626
63639,857768
63639,860626
63579,857768
63579,860626
63571,857768
63571,860626
63584,857768
63584,860626
63637,857768
63637,860626
63589,857768
63589,860626
36381,857768
36381,860626
36391,857768
36391,860626
36396,857768
36396,860626
63607,857768
63607,860626
0,857768
0,860626
63674,857768
63674,860626
63654,857768
63654,860626
63688,857768
63688,860626
63695,857768
63695,860626
63697,857768
63697,860626
63699,857768
63699,860626
63694,857768
63694,860626
63683,857768
63683,860626
63679,857768
63679,860626
61343,857592
61381,857592
61479,857592
61279,857592
61267,857592
61440,857592
61389,857592
61250,857592
61273,857592
61276,857592
65614,857592
35792,857592
35794,857592
35799,857592
65594,857592
65606,857592
35781,857592
35789,857592
35796,857592
65326,858176
65307,858176
65343,858176
65366,858176
65321,858176
65329,858176
65510,858176
65510,858176
65399,858176
65391,858176
65527,858176
65375,858176
65385,858176
65388,858176
65232,858176
65529,858176
65396,858176
65611,858176
65520,858176
65599,858176
65627,858176
65604,858176
65589,858176
65597,858176
65549,858176
65618,858176
65620,858176
65183,857512
63486,861610
63526,861610
63538,861610
63546,861610
63450,861610
63594,861610
63505,861610
63477,861610
63543,861610
61130,861610
61138,861610
63517,861610
63549,861610
61137,861610
61462,857102
61476,857102
61449,857102
65812,857102
65817,857102
65760,857102
65439,857102
65795,857102
65239,857102
65719,857102
65779,857102
65830,857102
65835,857102
65824,857102
65843,857102
60311,861560
60311,857814
64584,860676
65474,860676
64572,860676
64579,860676
65462,860676
64521,860676
65451,860676
64546,860676
64569,860676
65479,860676
64560,860676
65428,860676
64589,860676
65468,860676
63065,858050
63128,858050
63303,858050
63329,858050
63150,858050
63225,858050
63165,858050
63263,858050
63179,858050
64283,860644
64665,860644
64404,860644
64859,860644
64390,860644
64347,860644
64409,860644
64397,860644
64367,860644
64839,860644
64372,860644
64319,860644
64380,860644
64342,860644
64331,860644
69518,857742
64625,857742
68647,857742
69488,857742
68642,857742
64683,857742
64658,857742
69517,857742
64689,857742
68649,857742
64646,857742
69434,857742
68623,857742
64686,857742
64678,857742
64653,857742
69509,857742
69239,857742
64668,857742
68519,857742
69483,857742
64673,857742
0,857742
37318,857366
37318,857366
37339,857366
37318,857366
37308,857366
37318,857366
37339,857366
37339,857366
37359,857366
37339,857366
37318,857366
37318,857366
37318,857366
37339,857366
37359,857366
37318,857366
37339,857366
37318,857366
37318,857366
37308,857366
37308,857366
37318,857366
37339,857366
37308,857366
37359,857366
37339,857366
37308,857366
37308,857366
37318,857366
37308,857366
37308,857366
37318,857366
37339,857366
37308,857366
37359,857366
37318,857366
37318,857366
37318,857366
37318,857366
37318,857366
37355,857366
37308,857366
37308,857366
37318,857366
37318,857366
37318,857366
37318,857366
37318,857366
37318,857366
37308,857366
37308,857366
37318,857366
37339,857366
37318,857366
37318,857366
37308,857366
37359,857366
37318,857366
37339,857366
37308,857366
37327,857366
37318,857366
37308,857366
37339,857366
37327,857366
37345,857366
37345,857366
37351,857366
99755,857366
99765,857366
99759,857366
99752,857366
99735,857366
99752,857366
99759,857366
99734,857366
99759,857366
99765,857366
99755,857366
99735,857366
99765,857366
99768,857366
99752,857366
99713,857366
6567,857366
99713,857366
6556,857366
99718,857366
99713,857366
6577,857366
99713,857366
6571,857366
99718,857366
99713,857366
99713,857366
6556,857366
6556,857366
99718,857366
99718,857366
6577,857366
6556,857366
99713,857366
99706,857366
99718,857366
99718,857366
99718,857366
99718,857366
99713,857366
99718,857366
99707,857366
6556,857366
6571,857366
6577,857366
7743,861440
99195,861440
99189,861440
99638,861440
99195,861440
99189,861440
99634,861440
99189,861440
99638,861440
99198,861440
99625,861440
99195,861440
99631,861440
99189,861440
99198,861440
99625,861440
99625,861440
99195,861440
99195,861440
99198,861440
99636,861440
99636,861440
99638,861440
99195,861440
99189,861440
99195,861440
99634,861440
99610,861440
99610,861440
99634,861440
99198,861440
99610,861440
99189,861440
99631,861440
99634,861440
99189,861440
99610,861440
99628,861440
99638,861440
99510,861440
99438,861440
99518,861440
99439,861440
99444,861440
99438,861440
99441,861440
99518,861440
99439,861440
99441,861440
99518,861440
99441,861440
99441,861440
99438,861440
99448,861440
99510,861440
99441,861440
99441,861440
99102,861440
99448,861440
99441,861440
99441,861440
99441,861440
99441,861440
99448,861440
99439,861440
99518,861440
99510,861440
99438,861440
99518,861440
99448,861440
99518,861440
99438,861440
99441,861440
99438,861440
99510,861440
99510,861440
99439,861440
99084,857990
99423,857990
99428,857990
98527,861430
98617,861430
98634,861430
98597,861430
98547,861430
98530,861430
98617,861430
98617,861430
98634,861430
98597,861430
98593,861430
98634,861430
98634,861430
98547,861430
98617,861430
98634,861430
98617,861430
98617,861430
98559,861430
98617,861430
98634,861430
98639,861430
98617,861430
98530,861430
98590,861430
98590,861430
98574,861430
98590,861430
98547,861430
98587,861430
98617,861430
98596,861430
98617,861430
98617,861430
98617,861430
98634,861430
98544,861430
98617,861430
98631,861430
36452,861430
98553,861430
98660,861430
98553,861430
98673,861430
98646,861430
98660,861430
98553,861430
98673,861430
98660,861430
98530,861430
98660,861430
98646,861430
98660,861430
98660,861430
98530,861430
98530,861430
98646,861430
98663,861430
98667,861430
98553,861430
98530,861430
98663,861430
98660,861430
98646,861430
98660,861430
98663,861430
98669,861430
98663,861430
98673,861430
98666,861430
98630,861430
98663,861430
98746,861430
98724,861430
98724,861430
96528,861430
96515,861430
96523,861430
96528,861430
96524,861430
57610,857930
57518,857930
57610,857930
57632,857930
57518,857930
57589,857930
57587,857930
57612,857930
57539,857930
57537,857930
57555,857930
57577,857930
57577,857930
56593,857930
57632,857930
57612,857930
57567,857930
57520,857930
57520,857930
57612,857930
57632,857930
57580,857930
57578,857930
57520,857930
57635,857930
57539,857930
57632,857930
57580,857930
57635,857930
57632,857930
57614,857930
57537,857930
57635,857930
57520,857930
57548,857930
57539,857930
57580,857930
57610,857930
57632,857930
57520,857930
56593,857930
57577,857930
57572,857930
57635,857930
57612,857930
57612,857930
57612,857930
57562,857930
57612,857930
57612,857930
57635,857930
57537,857930
56593,857930
57612,857930
57610,857930
57612,857930
57520,857930
57632,857930
57612,857930
57635,857930
57548,857930
57635,857930
56593,857930
57629,857930
57636,857930
57520,857930
57635,857930
57610,857930
57520,857930
57555,857930
57583,857930
57638,857930
57520,857930
57572,857930
57589,857930
56593,857930
56472,857930
57581,857930
57612,857930
57635,857930
57641,857930
57638,857930
56593,857930
57614,857930
57610,857930
57632,857930
57632,857930
56593,857930
57589,857930
57612,857930
57632,857930
57635,857930
57520,857930
57577,857930
57632,857930
57584,857930
57638,857930
57632,857930
57520,857930
57577,857930
57632,857930
57632,857930
57537,857930
57636,857930
57520,857930
57518,857930
57614,857930
57612,857930
57584,857930
57632,857930
57586,857930
57635,857930
57635,857930
56594,857930
57537,857930
57635,857930
57632,857930
57614,857930
57610,857930
56584,857930
53567,857930
53557,857930
56579,857930
53547,857930
56579,857930
53572,857930
