plz,data-id
52457,8579240
52349,8579240
52396,8579240
52393,8579240
52459,8579240
52428,8579240
52372,8579240
52379,8579240
52441,8579240
52399,8579240
52385,8579240
52382,8579240
52388,8579240
52445,8579240
52391,8579240
50667,8610280
50667,8576640
53111,8609260
53783,8581920
53773,8581920
53797,8581920
53804,8581920
53819,8581920
53859,8581920
53809,8581920
53721,8581920
53840,8581920
51570,8581920
42275,8576480
42853,8574080
42651,8574080
42275,8574080
42579,8571080
40878,8571080
42551,8571080
42489,8571080
40213,8575100
40213,8579000
41539,8573360
41515,8573360
41460,8573360
41569,8573360
47551,8578920
46446,8578920
47608,8578920
47574,8578920
47661,8578920
47546,8578920
47647,8578920
47623,8578920
47533,8578920
47559,8578920
46459,8578920
47509,8578920
47638,8578920
47589,8578920
47669,8578920
47652,8578920
46519,8619160
46499,8619160
46569,8619160
47475,8619160
47495,8619160
46514,8619160
47665,8619160
46562,8619160
46483,8619160
46509,8619160
47051,8571200
45127,8574400
45127,8574320
44575,8579800
45657,8579800
45731,8579800
45711,8610980
45721,8610980
45699,8610980
45768,8610980
45739,8610980
45879,8580960
46395,8615380
46325,8615380
48712,8615380
46359,8615380
46419,8615380
46348,8615380
48734,8615380
46414,8615380
48703,8615380
46354,8615380
46342,8615380
48691,8615380
48282,8575440
48268,8575440
48477,8575440
48496,8575440
49477,8575440
49549,8575440
49525,8575440
49536,8575440
49504,8575440
49497,8575440
49509,8575440
48369,8575440
49545,8575440
49492,8575440
48127,8575580
59227,8619280
59269,8619280
48361,8619280
48317,8619280
59320,8619280
48351,8619280
59302,8619280
48346,8619280
48336,8619280
48324,8619280
48291,8619280
59329,8619280
48231,8619280
33829,8572120
33330,8572120
33790,8572120
33428,8572120
33442,8572120
33449,8572120
33378,8572120
33397,8572120
33803,8572120
33415,8572120
33775,8572120
32105,8610880
32683,8610880
32825,8610880
32756,8610880
32694,8610880
32699,8610880
32689,8610880
32791,8610880
32657,8610880
33818,8610880
33813,8610880
45525,8609980
58313,8609980
45549,8609980
58300,8609980
58452,8609980
44135,8611180
44135,8578640
59192,8633120
59199,8633120
58730,8633120
59439,8633120
59174,8633120
58239,8633120
59423,8633120
59609,8580940
59505,8580940
59469,8580940
59597,8580940
59590,8580940
59510,8580940
59555,8580940
59519,8580940
59602,8580940
59494,8580940
59581,8580940
59514,8580940
59457,8580940
58739,8580940
59759,8616480
59909,8616480
59929,8616480
59889,8616480
59969,8616480
34431,8616480
59964,8616480
59872,8616480
59939,8616480
57392,8616480
59846,8616480
59955,8616480
57319,8575700
57299,8575700
57339,8575700
57258,8575700
57271,8575700
57223,8575700
57334,8575700
57250,8575700
57290,8575700
57072,8575700
57234,8575700
58762,8582100
58802,8582100
58675,8582100
58636,8582100
58706,8582100
58769,8582100
58809,8582100
58840,8582100
58791,8582100
4109,8576940
4109,8578580
8626,8577460
8209,8577460
8648,8577460
8645,8577460
8239,8577460
8606,8577460
8626,8577460
8236,8577460
7985,8577460
8223,8577460
8223,8577460
8468,8577460
8248,8577460
8485,8577460
8491,8577460
8258,8577460
8261,8577460
8262,8577460
8491,8577460
8541,8577460
8496,8577460
8223,8577460
8606,8577460
7952,8577460
8523,8577460
8543,8577460
8468,8577460
8228,8577460
8539,8577460
8261,8577460
8237,8577460
8541,8577460
8606,8577460
8233,8577460
8606,8577460
8538,8577460
8223,8577460
34385,8572440
34225,8572440
34479,8572440
34379,8572440
34308,8572440
34393,8572440
34317,8572440
34369,8572440
34376,8572440
34396,8572440
34311,8572440
34359,8572440
34270,8572440
34388,8572440
34466,8572440
34289,8572440
34399,8572440
0,8572440
34454,8572440
34537,8572440
34519,8572440
34474,8572440
34549,8572440
34497,8572440
35104,8572440
34477,8572440
34471,8572440
34513,8572440
34508,8572440
34117,8573840
34292,8573840
34314,8573840
34277,8573840
34233,8573840
34298,8573840
34260,8573840
34253,8573840
34329,8573840
34266,8573840
34320,8573840
34246,8573840
35287,8571320
35719,8571320
35080,8571320
35216,8571320
35236,8571320
35091,8571320
35232,8571320
35085,8571320
35112,8571320
35075,8571320
35274,8571320
35094,8571320
35102,8571320
35037,8571320
35117,8571320
35279,8571320
35282,8571320
35260,8571320
35239,8571320
35096,8571320
35083,8571320
35288,8571320
35469,8606480
35418,8606480
35463,8606480
35390,8606480
35305,8606480
35452,8606480
35410,8606480
35428,8606480
35321,8606480
35423,8606480
35440,8606480
35457,8606480
35415,8606480
35466,8606480
35447,8606480
35460,8606480
36304,8606480
36326,8606480
36325,8606480
35329,8606480
35315,8606480
36320,8606480
35325,8606480
36329,8606480
61343,8575920
61381,8575920
61479,8575920
61279,8575920
61267,8575920
61440,8575920
61389,8575920
61250,8575920
61273,8575920
61276,8575920
65614,8575920
35792,8575920
35794,8575920
35799,8575920
65594,8575920
65606,8575920
35781,8575920
35789,8575920
35796,8575920
61231,8606260
61118,8606260
35510,8606260
61209,8606260
61197,8606260
61169,8606260
61184,8606260
35516,8606260
63667,8606260
61194,8606260
61239,8606260
63691,8606260
61203,8606260
35519,8606260
61191,8606260
61200,8606260
61206,8606260
65183,8575120
63486,8616100
63526,8616100
63538,8616100
63546,8616100
63450,8616100
63594,8616100
63505,8616100
63477,8616100
63543,8616100
61130,8616100
61138,8616100
63517,8616100
63549,8616100
61137,8616100
61462,8571020
61476,8571020
61449,8571020
65812,8571020
65817,8571020
65760,8571020
65439,8571020
65795,8571020
65239,8571020
65719,8571020
65779,8571020
65830,8571020
65835,8571020
65824,8571020
65843,8571020
60311,8615600
60311,8578140
64584,8606760
65474,8606760
64572,8606760
64579,8606760
65462,8606760
64521,8606760
65451,8606760
64546,8606760
64569,8606760
65479,8606760
64560,8606760
65428,8606760
64589,8606760
65468,8606760
63065,8580500
63128,8580500
63303,8580500
63329,8580500
63150,8580500
63225,8580500
63165,8580500
63263,8580500
63179,8580500
64283,8606440
64665,8606440
64404,8606440
64859,8606440
64390,8606440
64347,8606440
64409,8606440
64397,8606440
64367,8606440
64839,8606440
64372,8606440
64319,8606440
64380,8606440
64342,8606440
64331,8606440
57610,8579300
57518,8579300
57610,8579300
57632,8579300
57518,8579300
57589,8579300
57587,8579300
57612,8579300
57539,8579300
57537,8579300
57555,8579300
57577,8579300
57577,8579300
56593,8579300
57632,8579300
57612,8579300
57567,8579300
57520,8579300
57520,8579300
57612,8579300
57632,8579300
57580,8579300
57578,8579300
57520,8579300
57635,8579300
57539,8579300
57632,8579300
57580,8579300
57635,8579300
57632,8579300
57614,8579300
57537,8579300
57635,8579300
57520,8579300
57548,8579300
57539,8579300
57580,8579300
57610,8579300
57632,8579300
57520,8579300
56593,8579300
57577,8579300
57572,8579300
57635,8579300
57612,8579300
57612,8579300
57612,8579300
57562,8579300
57612,8579300
57612,8579300
57635,8579300
57537,8579300
56593,8579300
57612,8579300
57610,8579300
57612,8579300
57520,8579300
57632,8579300
57612,8579300
57635,8579300
57548,8579300
57635,8579300
56593,8579300
57629,8579300
57636,8579300
57520,8579300
57635,8579300
57610,8579300
57520,8579300
57555,8579300
57583,8579300
57638,8579300
57520,8579300
57572,8579300
57589,8579300
56593,8579300
56472,8579300
57581,8579300
57612,8579300
57635,8579300
57641,8579300
57638,8579300
56593,8579300
57614,8579300
57610,8579300
57632,8579300
57632,8579300
56593,8579300
57589,8579300
57612,8579300
57632,8579300
57635,8579300
57520,8579300
57577,8579300
57632,8579300
57584,8579300
57638,8579300
57632,8579300
57520,8579300
57577,8579300
57632,8579300
57632,8579300
57537,8579300
57636,8579300
57520,8579300
57518,8579300
57614,8579300
57612,8579300
57584,8579300
57632,8579300
57586,8579300
57635,8579300
57635,8579300
56594,8579300
57537,8579300
57635,8579300
57632,8579300
57614,8579300
57610,8579300
56584,8579300
53567,8579300
53557,8579300
56579,8579300
53547,8579300
56579,8579300
53572,8579300
53547,8579300
56589,8579300
56307,8579300
56269,8579300
56305,8579300
56307,8579300
56581,8579300
53579,8579300
56276,8579300
56598,8579300
56316,8579300
56579,8579300
56307,8579300
53547,8579300
56269,8579300
56271,8579300
56581,8579300
53545,8579300
56599,8579300
56317,8579300
53545,8579300
56584,8579300
56581,8579300
53567,8579300
56564,8579300
56579,8579300
56316,8579300
57614,8579300
57639,8579300
56587,8579300
56587,8579300
53545,8579300
56305,8579300
57614,8579300
56316,8579300
56579,8579300
53619,8579300
56598,8579300
57639,8579300
53547,8579300
56584,8579300
53545,8579300
56276,8579300
57614,8579300
56587,8579300
56584,8579300
53572,8579300
56317,8579300
53560,8579300
56588,8579300
53578,8579300
57614,8579300
53567,8579300
56269,8579300
53547,8579300
53518,8574120
53505,8574120
53505,8574120
53533,8574120
53533,8574120
53498,8574120
53474,8574120
53518,8574120
53534,8574120
53505,8574120
56656,8574120
53520,8574120
53426,8574120
53507,8574120
53533,8574120
53533,8574120
53533,8574120
53498,8574120
53520,8574120
53506,8574120
53518,8574120
53506,8574120
53534,8574120
53518,8574120
53520,8574120
53520,8574120
53505,8574120
53520,8574120
53506,8574120
53505,8574120
53426,8574120
53518,8574120
53518,8574120
53506,8574120
53508,8574120
53520,8574120
53520,8574120
53533,8574120
56651,8574120
56651,8574120
53520,8574120
56651,8574120
56651,8574120
53520,8574120
53534,8574120
53518,8574120
53506,8574120
53520,8574120
53424,8574120
53520,8574120
53426,8574120
53520,8574120
53520,8574120
53520,8574120
53489,8574120
53520,8574120
53498,8574120
53518,8574120
53534,8574120
53518,8574120
53520,8574120
53534,8574120
53501,8574120
56651,8574120
56659,8574120
56651,8574120
56653,8574120
56746,8574120
56746,8574120
56653,8574120
56653,8574120
56745,8574120
53520,8574120
56746,8574120
56729,8574120
56626,8574120
56729,8574120
56729,8574120
56729,8574120
56745,8574120
56729,8574120
56729,8574120
56729,8574120
56751,8574120
56729,8574120
56294,8574120
56751,8574120
56294,8574120
56745,8574120
56727,8574120
56729,8574120
56294,8574120
56729,8574120
56295,8574120
56729,8574120
56751,8574120
56736,8574120
56630,8574120
56642,8574120
56729,8574120
56729,8574120
56729,8574120
56295,8574120
56729,8574120
56727,8574120
56743,8574120
56751,8574120
56727,8574120
56729,8574120
56729,8574120
56753,8574120
56645,8574120
56299,8574120
56751,8574120
56637,8574120
56751,8574120
56727,8574120
56745,8574120
56295,8574120
56648,8574120
56727,8574120
56729,8574120
56743,8574120
56753,8574120
56729,8574120
56745,8574120
56729,8574120
56753,8574120
56729,8574120
56751,8574120
56751,8574120
56068,8578160
56330,8578160
56220,8578160
56170,8578160
56321,8578160
56332,8578160
56332,8578160
56332,8578160
56332,8578160
56220,8578160
56220,8578160
56330,8578160
56332,8578160
56330,8578160
56218,8578160
56332,8578160
56179,8578160
56283,8578160
56332,8578160
56330,8578160
56220,8578160
56322,8578160
56182,8578160
56220,8578160
56179,8578160
56323,8578160
56575,8578160
56179,8578160
56333,8578160
56332,8578160
56330,8578160
56346,8578160
56130,8578160
56132,8578160
56346,8578160
56340,8578160
56348,8578160
56130,8578160
56348,8578160
56133,8578160
56341,8578160
56132,8578160
56341,8578160
56349,8578160
56132,8578160
56348,8578160
56112,8578160
56357,8578160
56346,8578160
56132,8578160
56130,8578160
56346,8578160
56340,8578160
56348,8578160
56346,8578160
56346,8578160
56357,8578160
56346,8578160
65391,8578160
56346,8578160
56357,8578160
56337,8578160
56338,8578160
54518,8579920
54518,8579920
54538,8579920
54538,8579920
54518,8579920
54533,8579920
54518,8579920
54518,8579920
54538,8579920
54533,8579920
54523,8579920
54518,8579920
54518,8579920
54531,8579920
54533,8579920
54518,8579920
54516,8579920
54533,8579920
54518,8579920
54533,8579920
54534,8579920
54533,8579920
54516,8579920
54518,8579920
54523,8579920
56841,8579920
54518,8579920
54534,8579920
54538,8579920
54538,8579920
54524,8579920
54536,8579920
54533,8579920
54531,8579920
54516,8579920
54518,8579920
54534,8579920
54533,8579920
54533,8579920
54533,8579920
54533,8579920
54518,8579920
54531,8579920
54518,8579920
54518,8579920
56861,8579920
54518,8579920
54528,8579920
54534,8579920
54533,8579920
54518,8579920
54531,8579920
54533,8579920
54516,8579920
54526,8579920
54518,8579920
54689,8579920
54668,8579920
54636,8579920
54675,8579920
54673,8579920
54664,8579920
54657,8579920
54673,8579920
54636,8579920
54662,8579920
54673,8579920
54673,8579920
54634,8579920
54636,8579920
54636,8579920
54675,8579920
54634,8579920
54634,8579920
54673,8579920
54636,8579920
54646,8579920
54636,8579920
54673,8579920
54636,8579920
54647,8579920
54668,8579920
54636,8579920
54636,8579920
54673,8579920
54646,8579920
54668,8579920
54636,8579920
54655,8579920
54636,8579920
54668,8579920
54675,8579920
54636,8579920
54675,8579920
54673,8579920
54675,8579920
54657,8579920
54647,8579920
54646,8579920
54636,8579920
54673,8579920
54636,8579920
54673,8579920
54662,8579920
54668,8579920
54675,8579920
54664,8579920
54673,8579920
54636,8579920
54636,8579920
54675,8579920
54636,8579920
54636,8579920
54636,8579920
54666,8579920
54673,8579920
54668,8579920
54673,8579920
54675,8579920
54673,8579920
54675,8579920
54655,8579920
54655,8579920
54675,8579920
54673,8579920
54636,8579920
54655,8579920
54655,8579920
54636,8579920
54310,8579920
54636,8579920
54675,8579920
54634,8579920
54310,8579920
54636,8579920
54673,8579920
54673,8579920
54636,8579920
54657,8579920
54673,8579920
54675,8579920
54675,8579920
54634,8579920
54636,8579920
54673,8579920
54646,8579920
54675,8579920
54675,8579920
54634,8579920
54636,8579920
54636,8579920
54646,8579920
54655,8579920
54675,8579920
54668,8579920
54662,8579920
54647,8579920
54673,8579920
54664,8579920
54668,8579920
54636,8579920
54673,8579920
54634,8579920
54675,8579920
54655,8579920
54668,8579920
54636,8579920
54673,8579920
54673,8579920
54636,8579920
54636,8579920
54636,8579920
54673,8579920
54675,8579920
54662,8579920
54646,8579920
54636,8579920
54636,8579920
54689,8579920
54673,8579920
54655,8579920
54673,8579920
54675,8579920
54636,8579920
54646,8579920
54636,8579920
54655,8579920
54636,8579920
54673,8579920
54687,8579920
54597,8579920
54597,8579920
54608,8579920
54608,8579920
54608,8579920
54610,8579920
54597,8579920
54649,8579920
54689,8579920
54687,8579920
54689,8579920
54614,8579920
54649,8579920
54298,8579920
54619,8579920
54597,8579920
54597,8579920
54597,8579920
54614,8579920
54298,8579920
54595,8579920
54595,8579920
54533,8579920
54619,8579920
54608,8579920
54597,8579920
54687,8579920
54617,8579920
54619,8579920
54614,8579920
54619,8579920
54689,8579920
54689,8579920
54619,8579920
54689,8579920
54597,8579920
54597,8579920
54673,8579920
54649,8579920
54597,8579920
54612,8579920
54649,8579920
54619,8579920
54619,8579920
54597,8579920
54597,8579920
54617,8579920
54649,8579920
54597,8579920
54597,8579920
54649,8579920
54597,8579920
54608,8579920
54597,8579920
54597,8579920
54614,8579920
54649,8579920
54612,8579920
54614,8579920
54533,8579920
54608,8579920
54614,8579920
54687,8579920
54689,8579920
54597,8579920
54298,8579920
54595,8579920
54649,8579920
54595,8579920
54597,8579920
54687,8579920
54597,8579920
54595,8579920
54619,8579920
54689,8579920
54597,8579920
54619,8579920
54597,8579920
54614,8579920
54597,8579920
54655,8579920
54597,8579920
54608,8579920
54619,8579920
54617,8579920
54529,8579920
54655,8579920
54597,8579920
54597,8579920
54595,8579920
54612,8579920
54649,8579920
54614,8579920
54608,8579920
54616,8579920
54655,8579920
54597,8579920
54619,8579920
54636,8579920
54646,8579920
54578,8579920
54552,8579920
54570,8579920
54578,8579920
54570,8579920
54587,8579920
54570,8579920
54552,8579920
54552,8579920
54552,8579920
54552,8579920
54570,8579920
54552,8579920
54576,8579920
54552,8579920
54552,8579920
54585,8579920
54584,8579920
54552,8579920
54568,8579920
54558,8579920
54584,8579920
54576,8579920
54570,8579920
54552,8579920
54552,8579920
54570,8579920
54550,8579920
54584,8579920
54570,8579920
54552,8579920
54578,8579920
54570,8579920
54552,8579920
54587,8579920
54552,8579920
54570,8579920
54558,8579920
54552,8579920
54552,8579920
54570,8579920
54570,8579920
54578,8579920
54578,8579920
54570,8579920
54570,8579920
54570,8579920
54570,8579920
54552,8579920
54558,8579920
54552,8579920
54552,8579920
54570,8579920
54552,8579920
54552,8579920
54558,8579920
54552,8579920
54552,8579920
54552,8579920
54579,8579920
54552,8579920
54570,8579920
54578,8579920
54570,8579920
54578,8579920
54558,8579920
56769,8579920
56769,8579920
56766,8579920
54574,8579920
53539,8579920
53539,8579920
53539,8579920
53539,8579920
54568,8579920
53520,8579920
54597,8579920
53539,8579920
56767,8579920
54611,8579920
56767,8579920
56766,8579920
56767,8579920
53539,8579920
54589,8579920
53539,8579920
56767,8579920
56767,8579920
54574,8579920
56767,8579920
56769,8579920
56767,8579920
54568,8579920
56729,8579920
54578,8579920
56767,8579920
54597,8579920
53539,8579920
56769,8579920
54597,8579920
56767,8579920
54611,8579920
54586,8579920
54589,8579920
54597,8579920
56767,8579920
56767,8579920
53539,8579920
54550,8579920
54290,8611880
54298,8611880
54441,8611880
54314,8611880
54340,8611880
54413,8611880
54413,8611880
54316,8611880
54413,8611880
54340,8611880
54340,8611880
54317,8611880
54341,8611880
54439,8611880
54343,8611880
54316,8611880
54450,8611880
54413,8611880
54314,8611880
54413,8611880
54413,8611880
54317,8611880
54317,8611880
54429,8611880
54314,8611880
54317,8611880
54411,8611880
54316,8611880
54421,8611880
54316,8611880
54316,8611880
54298,8611880
54451,8611880
54441,8611880
54317,8611880
54441,8611880
54427,8611880
54344,8611880
54441,8611880
54340,8611880
54340,8611880
54329,8611880
54306,8611880
54317,8611880
54316,8611880
54308,8611880
54340,8611880
54338,8611880
54340,8611880
54317,8611880
54429,8611880
54441,8611880
54346,8611880
54318,8611880
54317,8611880
54340,8611880
54426,8611880
54422,8611880
54309,8611880
54453,8611880
54331,8611880
54441,8611880
54316,8611880
54456,8611880
54317,8611880
54439,8611880
54314,8611880
54331,8611880
54316,8611880
54340,8611880
54310,8611880
54413,8611880
54421,8611880
54340,8611880
54317,8611880
54439,8611880
54429,8611880
54340,8611880
54441,8611880
54314,8611880
54316,8611880
54338,8611880
54439,8611880
54317,8611880
54441,8611880
54456,8611880
54441,8611880
54340,8611880
54317,8611880
54441,8611880
54311,8611880
54314,8611880
54320,8611880
54429,8611880
54332,8611880
54441,8611880
54441,8611880
54459,8611880
54457,8611880
54313,8611880
54314,8611880
54422,8611880
54439,8611880
54349,8611880
54298,8611880
55116,8611860
55437,8611860
55422,8611860
55411,8611860
55422,8611860
55270,8611860
55257,8611860
55270,8611860
55270,8611860
55435,8611860
55218,8611860
55270,8611860
55270,8611860
55413,8611860
55424,8611860
55413,8611860
55437,8611860
55268,8611860
55413,8611860
55413,8611860
55437,8611860
55270,8611860
55437,8611860
55270,8611860
55270,8611860
55271,8611860
55413,8611860
55425,8611860
55413,8611860
55270,8611860
67547,8577360
55234,8577360
67577,8577360
55232,8577360
55288,8577360
55234,8577360
67595,8577360
55234,8577360
55234,8577360
67593,8577360
55234,8577360
55234,8577360
55237,8577360
55234,8577360
67596,8577360
55599,8577360
67575,8577360
55232,8577360
55234,8577360
55234,8577360
55234,8577360
67592,8577360
55234,8577360
55237,8577360
55234,8577360
55234,8577360
67596,8577360
55288,8577360
55599,8577360
55234,8577360
55239,8577360
55578,8577360
67578,8577360
55597,8577360
67598,8577360
67599,8577360
67580,8577360
55234,8577360
67591,8577360
55234,8577360
55237,8577360
67294,8577360
67582,8577360
67591,8577360
67591,8577360
67590,8577360
55234,8577360
55234,8577360
55234,8577360
55234,8577360
55234,8577360
67591,8577360
67574,8577360
55288,8577360
55291,8577360
55288,8577360
55599,8577360
55288,8577360
55599,8577360
55286,8577360
55288,8577360
55578,8577360
67591,8577360
55234,8577360
55578,8577360
55234,8577360
67593,8577360
55597,8577360
55286,8577360
55597,8577360
55459,8577360
55576,8577360
55294,8577360
55278,8577360
55278,8577360
55276,8577360
55278,8577360
55278,8577360
55278,8577360
55296,8577360
55457,8577360
55459,8577360
67583,8577360
55278,8577360
55296,8577360
67586,8577360
55457,8577360
55278,8577360
55296,8577360
55278,8577360
55278,8577360
55299,8577360
55283,8577360
55276,8577360
55578,8577360
55278,8577360
55576,8577360
55278,8577360
55278,8577360
55278,8577360
55576,8577360
67587,8577360
55576,8577360
67585,8577360
55578,8577360
67227,8612040
67059,8612040
67122,8612040
67259,8612040
67134,8612040
67240,8612040
67459,8612040
67125,8612040
67136,8612040
67259,8612040
67258,8612040
67259,8612040
67126,8612040
67259,8612040
67245,8612040
67117,8612040
67133,8612040
67112,8612040
67141,8612040
67127,8612040
67657,8611940
67308,8611940
67821,8611940
67806,8611940
67808,8611940
67308,8611940
67292,8611940
67806,8611940
67722,8611940
67295,8611940
67725,8611940
67308,8611940
67814,8611940
67811,8611940
67806,8611940
67816,8611940
67308,8611940
67304,8611940
67808,8611940
67821,8611940
67294,8611940
67822,8611940
67724,8611940
67813,8611940
67307,8611940
67724,8611940
67724,8611940
67724,8611940
67294,8611940
67308,8611940
67722,8611940
67806,8611940
67814,8611940
67822,8611940
67806,8611940
67304,8611940
67292,8611940
67292,8611940
67308,8611940
67727,8611940
67822,8611940
67297,8611940
67808,8611940
67294,8611940
67728,8611940
67822,8611940
67822,8611940
67822,8611940
67822,8611940
67823,8611940
67821,8611940
67294,8611940
67294,8611940
67308,8611940
67305,8611940
67808,8611940
67294,8611940
67308,8611940
67806,8611940
67806,8611940
67821,8611940
67808,8611940
67808,8611940
67729,8611940
67823,8611940
67808,8611940
67816,8611940
67808,8611940
67294,8611940
67806,8611940
67823,8611940
67821,8611940
67681,8611940
67808,8611940
67822,8611940
67808,8611940
67806,8611940
67759,8611940
67744,8611940
67308,8611940
67806,8611940
67722,8611940
67677,8611940
67685,8611940
67685,8611940
67677,8611940
67737,8611940
67468,8611940
67699,8611940
67732,8611940
67691,8611940
67734,8611940
66879,8611940
67686,8611940
67735,8611940
